"","Treatment","value","test","site"
"494","Prairie Strips",1,"Links per Species","sme"
"495","Prairie Strips",1,"Links per Species","smi"
"496","Prairie Strips",1.46666666666667,"Links per Species","smi"
"497","Prairie Strips",1.35294117647059,"Links per Species","sto"
"498","Prairie Strips",0.875,"Links per Species","sto"
"499","Prairie Strips",0.823529411764706,"Links per Species","who"
"500","Prairie Strips",1.42105263157895,"Links per Species","who"
"501","Prairie Strips",1.16666666666667,"Links per Species","gut"
"502","Prairie Strips",1.21052631578947,"Links per Species","gut"
"503","Prairie Strips",1.33333333333333,"Links per Species","sme"
"504","Prairie Strips",1.42105263157895,"Links per Species","sme"
"505","Prairie Strips",0.888888888888889,"Links per Species","smi"
"506","Prairie Strips",1.31818181818182,"Links per Species","smi"
"507","Prairie Strips",0.8,"Links per Species","sto"
"508","Prairie Strips",1.35714285714286,"Links per Species","sto"
"509","Prairie Strips",1.27777777777778,"Links per Species","who"
"510","Prairie Strips",1,"Links per Species","who"
"511","Prairie Strips",1,"Links per Species","gut"
"512","Prairie Strips",1,"Links per Species","gut"
"513","Prairie Strips",1.17647058823529,"Links per Species","sme"
"514","Prairie Strips",0.941176470588235,"Links per Species","sme"
"515","Prairie Strips",1.0625,"Links per Species","smi"
"516","Prairie Strips",0.923076923076923,"Links per Species","smi"
"517","Prairie Strips",1.31818181818182,"Links per Species","sto"
"518","Prairie Strips",1.0625,"Links per Species","sto"
"519","Prairie Strips",0.941176470588235,"Links per Species","who"
"520","Prairie Strips",1.2,"Links per Species","who"
"521","Prairie Strips",1.33333333333333,"Links per Species","gut"
"522","Prairie Strips",1.41176470588235,"Links per Species","gut"
"523","Prairie Strips",1,"Links per Species","sme"
"524","Prairie Strips",1.13333333333333,"Links per Species","sme"
"525","Prairie Strips",1.46666666666667,"Links per Species","smi"
"526","Prairie Strips",0.842105263157895,"Links per Species","smi"
"527","Prairie Strips",0.666666666666667,"Links per Species","sto"
"528","Prairie Strips",1.3,"Links per Species","sto"
"529","Prairie Strips",0.8125,"Links per Species","who"
"530","Prairie Strips",1.44444444444444,"Links per Species","who"
"531","Prairie Strips",0.833333333333333,"Links per Species","gut"
"532","Prairie Strips",0.941176470588235,"Links per Species","gut"
"533","Prairie Strips",0.888888888888889,"Links per Species","sme"
"534","Prairie Strips",1.33333333333333,"Links per Species","sme"
"535","Prairie Strips",1,"Links per Species","smi"
"536","Prairie Strips",1.16666666666667,"Links per Species","smi"
"537","Prairie Strips",0.928571428571429,"Links per Species","sto"
"538","Prairie Strips",1.05555555555556,"Links per Species","sto"
"539","Prairie Strips",0.941176470588235,"Links per Species","who"
"540","Prairie Strips",0.75,"Links per Species","who"
"541","Prairie Strips",0.6,"Links per Species","gut"
"542","Prairie Strips",0.941176470588235,"Links per Species","gut"
"543","Prairie Strips",1.33333333333333,"Links per Species","sme"
"544","Prairie Strips",0.727272727272727,"Links per Species","sme"
"545","Prairie Strips",0.785714285714286,"Links per Species","smi"
"546","Prairie Strips",1.05882352941176,"Links per Species","smi"
"547","Prairie Strips",1.26315789473684,"Links per Species","sto"
"548","Prairie Strips",0.857142857142857,"Links per Species","sto"
"549","Prairie Strips",1.05555555555556,"Links per Species","who"
"550","Prairie Strips",1.2,"Links per Species","who"
"551","Prairie Strips",1,"Links per Species","gut"
"552","Prairie Strips",1.11764705882353,"Links per Species","gut"
"553","Prairie Strips",1,"Links per Species","sme"
"554","Prairie Strips",0.928571428571429,"Links per Species","sme"
"555","Prairie Strips",0.894736842105263,"Links per Species","smi"
"556","Prairie Strips",1.1,"Links per Species","smi"
"557","Prairie Strips",1.23529411764706,"Links per Species","sto"
"558","Prairie Strips",1.46666666666667,"Links per Species","sto"
"559","Prairie Strips",0.736842105263158,"Links per Species","who"
"560","Prairie Strips",0.941176470588235,"Links per Species","who"
"561","Prairie Strips",1.61111111111111,"Links per Species","gut"
"562","Prairie Strips",0.692307692307692,"Links per Species","gut"
"563","Prairie Strips",1,"Links per Species","sme"
"564","Prairie Strips",1.15,"Links per Species","sme"
"565","Prairie Strips",1.11764705882353,"Links per Species","smi"
"566","Prairie Strips",0.714285714285714,"Links per Species","smi"
"567","Prairie Strips",1.2,"Links per Species","sto"
"568","Prairie Strips",0.615384615384615,"Links per Species","sto"
"569","Prairie Strips",0.95,"Links per Species","who"
"570","Prairie Strips",1.16666666666667,"Links per Species","who"
"571","Prairie Strips",0.947368421052632,"Links per Species","gut"
"572","Prairie Strips",1.45,"Links per Species","gut"
"573","Prairie Strips",0.769230769230769,"Links per Species","sme"
"574","Prairie Strips",1.33333333333333,"Links per Species","sme"
"575","Prairie Strips",1.4,"Links per Species","smi"
"576","Prairie Strips",1.05882352941176,"Links per Species","smi"
"577","Prairie Strips",1,"Links per Species","sto"
"578","Prairie Strips",0.933333333333333,"Links per Species","sto"
"579","Prairie Strips",1.17647058823529,"Links per Species","who"
"580","Prairie Strips",1.2,"Links per Species","who"
"581","Prairie Strips",1,"Links per Species","gut"
"582","Prairie Strips",1.125,"Links per Species","gut"
"583","Prairie Strips",0.777777777777778,"Links per Species","sme"
"584","Prairie Strips",0.875,"Links per Species","sme"
"585","Prairie Strips",1.27272727272727,"Links per Species","smi"
"586","Prairie Strips",1.33333333333333,"Links per Species","smi"
"587","Prairie Strips",1.11111111111111,"Links per Species","sto"
"588","Prairie Strips",1.22222222222222,"Links per Species","sto"
"589","Prairie Strips",0.941176470588235,"Links per Species","who"
"590","Prairie Strips",1.125,"Links per Species","who"
"591","Prairie Strips",1.11111111111111,"Links per Species","gut"
"592","Prairie Strips",1.125,"Links per Species","gut"
"593","Prairie Strips",1.06666666666667,"Links per Species","sme"
"594","Prairie Strips",1,"Links per Species","sme"
"595","Prairie Strips",1,"Links per Species","smi"
"596","Prairie Strips",1.28571428571429,"Links per Species","smi"
"597","Prairie Strips",1.06666666666667,"Links per Species","sto"
"598","Prairie Strips",1,"Links per Species","sto"
"599","Prairie Strips",1.375,"Links per Species","who"
"600","Prairie Strips",0.846153846153846,"Links per Species","who"
"601","Prairie Strips",1.05555555555556,"Links per Species","gut"
"602","Prairie Strips",1.08333333333333,"Links per Species","gut"
"603","Prairie Strips",0.866666666666667,"Links per Species","sme"
"604","Prairie Strips",0.692307692307692,"Links per Species","sme"
"605","Prairie Strips",1.44444444444444,"Links per Species","smi"
"606","Prairie Strips",0.727272727272727,"Links per Species","smi"
"607","Prairie Strips",1.1875,"Links per Species","sto"
"608","Prairie Strips",0.714285714285714,"Links per Species","sto"
"609","Prairie Strips",1.35,"Links per Species","who"
"610","Prairie Strips",1,"Links per Species","who"
"611","Prairie Strips",1.31578947368421,"Links per Species","gut"
"612","Prairie Strips",1.1,"Links per Species","gut"
"613","Prairie Strips",0.727272727272727,"Links per Species","sme"
"614","Prairie Strips",1,"Links per Species","sme"
"615","Prairie Strips",1,"Links per Species","smi"
"616","Prairie Strips",1.70588235294118,"Links per Species","smi"
"617","Prairie Strips",1,"Links per Species","sto"
"618","Prairie Strips",1.05882352941176,"Links per Species","sto"
"619","Prairie Strips",1.73684210526316,"Links per Species","who"
"620","Prairie Strips",1,"Links per Species","who"
"621","Prairie Strips",1.29411764705882,"Links per Species","gut"
"622","Prairie Strips",1.125,"Links per Species","gut"
"623","Prairie Strips",1.17647058823529,"Links per Species","sme"
"624","Prairie Strips",0.866666666666667,"Links per Species","sme"
"625","Prairie Strips",1,"Links per Species","smi"
"626","Prairie Strips",0.95,"Links per Species","smi"
"627","Prairie Strips",1.16666666666667,"Links per Species","sto"
"628","Prairie Strips",1.35294117647059,"Links per Species","sto"
"629","Prairie Strips",1.23809523809524,"Links per Species","who"
"630","Prairie Strips",1.11764705882353,"Links per Species","who"
"631","Prairie Strips",0.75,"Links per Species","gut"
"632","Prairie Strips",0.785714285714286,"Links per Species","gut"
"633","Prairie Strips",1,"Links per Species","sme"
"634","Prairie Strips",1.17647058823529,"Links per Species","sme"
"635","Prairie Strips",1.47619047619048,"Links per Species","smi"
"636","Prairie Strips",1,"Links per Species","smi"
"637","Prairie Strips",0.8,"Links per Species","sto"
"638","Prairie Strips",1.15,"Links per Species","sto"
"639","Prairie Strips",0.947368421052632,"Links per Species","who"
"640","Prairie Strips",0.894736842105263,"Links per Species","who"
"641","Prairie Strips",1.05555555555556,"Links per Species","gut"
"642","Prairie Strips",1,"Links per Species","gut"
"643","Prairie Strips",1.11764705882353,"Links per Species","sme"
"644","Prairie Strips",1.44444444444444,"Links per Species","sme"
"645","Prairie Strips",0.6875,"Links per Species","smi"
"646","Prairie Strips",1.125,"Links per Species","smi"
"647","Prairie Strips",0.888888888888889,"Links per Species","sto"
"648","Prairie Strips",0.714285714285714,"Links per Species","sto"
"649","Prairie Strips",1.07692307692308,"Links per Species","who"
"650","Prairie Strips",1,"Links per Species","who"
"651","Prairie Strips",1.16666666666667,"Links per Species","gut"
"652","Prairie Strips",0.625,"Links per Species","gut"
"653","Prairie Strips",0.769230769230769,"Links per Species","sme"
"654","Prairie Strips",0.947368421052632,"Links per Species","sme"
"655","Prairie Strips",1.14285714285714,"Links per Species","smi"
"656","Prairie Strips",1.26315789473684,"Links per Species","smi"
"657","Prairie Strips",0.944444444444444,"Links per Species","sto"
"658","Prairie Strips",0.857142857142857,"Links per Species","sto"
"659","Prairie Strips",1,"Links per Species","who"
"660","Prairie Strips",0.909090909090909,"Links per Species","who"
"661","Prairie Strips",1,"Links per Species","gut"
"662","Prairie Strips",0.823529411764706,"Links per Species","gut"
"663","Prairie Strips",0.823529411764706,"Links per Species","sme"
"664","Prairie Strips",0.666666666666667,"Links per Species","sme"
"665","Prairie Strips",1.2,"Links per Species","smi"
"666","Prairie Strips",0.818181818181818,"Links per Species","smi"
"667","Prairie Strips",1,"Links per Species","sto"
"668","Prairie Strips",0.866666666666667,"Links per Species","sto"
"669","Prairie Strips",0.947368421052632,"Links per Species","who"
"670","Prairie Strips",1.125,"Links per Species","who"
"671","Prairie Strips",1.10526315789474,"Links per Species","gut"
"672","Prairie Strips",1,"Links per Species","gut"
"673","Prairie Strips",1.4375,"Links per Species","sme"
"674","Prairie Strips",1,"Links per Species","sme"
"675","Prairie Strips",1.59090909090909,"Links per Species","smi"
"676","Prairie Strips",1.3,"Links per Species","smi"
"677","Prairie Strips",0.727272727272727,"Links per Species","sto"
"678","Prairie Strips",1.22222222222222,"Links per Species","sto"
"679","Prairie Strips",0.75,"Links per Species","who"
"680","Prairie Strips",1.3125,"Links per Species","who"
"681","Prairie Strips",1.05882352941176,"Links per Species","gut"
"682","Prairie Strips",0.823529411764706,"Links per Species","gut"
"683","Prairie Strips",1.27272727272727,"Links per Species","sme"
"684","Prairie Strips",1,"Links per Species","sme"
"685","Prairie Strips",1.57894736842105,"Links per Species","smi"
"686","Prairie Strips",1.16666666666667,"Links per Species","smi"
"687","Prairie Strips",1.27777777777778,"Links per Species","sto"
"688","Prairie Strips",0.941176470588235,"Links per Species","sto"
"689","Prairie Strips",1.11111111111111,"Links per Species","who"
"690","Prairie Strips",0.941176470588235,"Links per Species","who"
"691","Prairie Strips",1.44444444444444,"Links per Species","gut"
"692","Prairie Strips",1.6,"Links per Species","gut"
"693","Prairie Strips",0.882352941176471,"Links per Species","sme"
"694","Prairie Strips",1.0625,"Links per Species","sme"
"695","Prairie Strips",1.15789473684211,"Links per Species","smi"
"696","Prairie Strips",1.05555555555556,"Links per Species","smi"
"697","Prairie Strips",1.13333333333333,"Links per Species","sto"
"698","Prairie Strips",1.04761904761905,"Links per Species","sto"
"699","Prairie Strips",1.05555555555556,"Links per Species","who"
"700","Prairie Strips",0.7,"Links per Species","who"
"701","Prairie Strips",1.05,"Links per Species","gut"
"702","Prairie Strips",1.0625,"Links per Species","gut"
"703","Prairie Strips",0.928571428571429,"Links per Species","sme"
"704","Prairie Strips",1.17647058823529,"Links per Species","sme"
"705","Prairie Strips",1.06666666666667,"Links per Species","smi"
"706","Prairie Strips",0.95,"Links per Species","smi"
"707","Prairie Strips",1.06666666666667,"Links per Species","sto"
"708","Prairie Strips",0.916666666666667,"Links per Species","sto"
"709","Prairie Strips",1,"Links per Species","who"
"710","Prairie Strips",1.1,"Links per Species","who"
"711","Prairie Strips",1.52941176470588,"Links per Species","gut"
"712","Prairie Strips",1.07142857142857,"Links per Species","gut"
"713","Prairie Strips",1.21052631578947,"Links per Species","sme"
"714","Prairie Strips",0.666666666666667,"Links per Species","sme"
"715","Prairie Strips",1.1,"Links per Species","smi"
"716","Prairie Strips",1.25,"Links per Species","smi"
"717","Prairie Strips",1.23809523809524,"Links per Species","sto"
